ID,Ref_code,Precio,Ubicacion,Ciudad,Habitaciones,Banos,Superficie,Planta,Link,Portal_web,Fecha
3129,162853165,1500,Eixample,Barcelona,5,2,130,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--patio-amueblado/162853165/d,2022-04-10
3130,162852284,1600,Gràcia,Barcelona,3,1,62,Calefacción,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado/162852284/d,2022-04-10
3131,162851210,1200,Les Corts,Barcelona,2,1,91,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-/162851210/d,2022-04-10
3132,162851066,700,Ciutat Vella,Barcelona,2,1,55,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado/162851066/d,2022-04-10
3133,162846734,2500,Sarrià - Sant Gervasi,Barcelona,2,2,125,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--internet-no-amueblado/162846734/d,2022-04-10
3134,162845547,1695,Eixample,Barcelona,3,2,118,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-/162845547/d,2022-04-10
3135,162843961,850,Sants - Montjuïc,Barcelona,3,1,70,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital//162843961/d,2022-04-10
3136,161806878,1995,Ciutat Vella,Barcelona,3,2,90,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado/161806878/d,2022-04-10
3137,161632380,1395,Ciutat Vella,Barcelona,2,1,60,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-se-aceptan-mascotas/161632380/d,2022-04-10
3138,161645401,1395,Sants - Montjuïc,Barcelona,1,1,45,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado/161645401/d,2022-04-10
3139,161456454,1395,Sants - Montjuïc,Barcelona,2,4,60,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion---amueblado-se-aceptan-mascotas/161456454/d,2022-04-10
3140,160897575,1150,Ciutat Vella,Barcelona,2,1,36,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television/160897575/d,2022-04-10
3141,162127277,1495,Gràcia,Barcelona,3,1,65,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion---amueblado-television-se-aceptan-mascotas/162127277/d,2022-04-10
3142,161669954,1395,Ciutat Vella,Barcelona,2,1,65,6ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet/161669954/d,2022-04-10
3143,162292389,820,Ciutat Vella,Barcelona,1,1,40,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado--amueblado/162292389/d,2022-04-10
3144,161026808,20000,Casa o chalet en Sarrià - Sant Gervasi,Barcelona,10,6,700,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-parking--trastero---amueblado/161026808/d,2022-04-10
3145,160348093,8000,Casa o chalet en Horta - Guinardó,Barcelona,3,3,268,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-parking--trastero-amueblado-se-aceptan-mascotas/160348093/d,2022-04-10
3146,162505149,675,Horta - Guinardó,Barcelona,1,1,34,NA,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/la-teixonera/162505149/d,2022-04-10
3147,162840845,1150,Sants - Montjuïc,Barcelona,2,1,85,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-trastero--amueblado-parking-television/162840845/d,2022-04-10
3148,162839785,1190,Eixample,Barcelona,2,1,70,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/sagrada-familia/162839785/d,2022-04-10
3149,162420682,1000,Horta - Guinardó,Barcelona,2,1,68,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--no-amueblado/162420682/d,2022-04-10
3150,160001364,1015,Sant Andreu,Barcelona,3,1,65,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital//160001364/d,2022-04-10
3151,162837339,890,Sants - Montjuïc,Barcelona,2,1,54,NA,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/la-font-de-la-guatlla/162837339/d,2022-04-10
3152,162833440,1350,Sant Martí,Barcelona,1,1,47,5ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/amueblado/162833440/d,2022-04-10
3153,162832959,875,Nou Barris,Barcelona,3,1,75,5ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-amueblado/162832959/d,2022-04-10
3154,162832443,2400,Horta - Guinardó,Barcelona,5,3,130,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado/162832443/d,2022-04-10
3155,162831339,1150,Horta - Guinardó,Barcelona,2,1,63,10ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/--no-amueblado/162831339/d,2022-04-10
3156,162831331,900,Les Corts,Barcelona,2,1,50,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado--amueblado/162831331/d,2022-04-10
3157,162830533,1700,Sant Martí,Barcelona,1,1,85,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-parking--amueblado/162830533/d,2022-04-10
3158,162829493,6000,Eixample,Barcelona,4,3,300,Principal,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--trastero--no-amueblado/162829493/d,2022-04-10
3159,162828230,830,Ciutat Vella,Barcelona,1,1,60,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/--amueblado/162828230/d,2022-04-10
3160,158244431,1350,Ciutat Vella,Barcelona,2,1,50,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet/158244431/d,2022-04-10
3161,162826014,5700,Sarrià - Sant Gervasi,Barcelona,3,2,141,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-parking-trastero-zona-comunitaria---parking-/162826014/d,2022-04-10
3162,162824634,2500,Les Corts,Barcelona,4,3,125,5ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--/162824634/d,2022-04-10
3163,162765103,1100,Horta - Guinardó,Barcelona,2,1,51,5ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--no-amueblado/162765103/d,2022-04-10
3164,161273411,3000,Sarrià - Sant Gervasi,Barcelona,3,2,188,5ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital//161273411/d,2022-04-10
3165,162818271,2500,Sarrià - Sant Gervasi,Barcelona,4,3,139,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion---amueblado/162818271/d,2022-04-10
3166,162817247,1300,Ciutat Vella,Barcelona,3,1,65,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado/162817247/d,2022-04-10
3167,162816549,950,Eixample,Barcelona,2,2,63,5ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital//162816549/d,2022-04-10
3168,162815844,1225,Ciutat Vella,Barcelona,3,1,73,4ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/el-raval/162815844/d,2022-04-10
3169,162812172,1100,Eixample,Barcelona,2,2,75,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-/162812172/d,2022-04-10
3170,162811523,825,Nou Barris,Barcelona,2,1,55,5ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital//162811523/d,2022-04-10
3171,156249913,1400,Les Corts,Barcelona,4,2,100,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion--/156249913/d,2022-04-10
3172,153499603,1400,Sarrià - Sant Gervasi,Barcelona,4,2,95,3ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado--/153499603/d,2022-04-10
3173,160112913,1850,Sarrià - Sant Gervasi,Barcelona,4,2,180,1ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-/160112913/d,2022-04-10
3174,160380132,1000,Sant Martí,Barcelona,3,1,82,5ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--/160380132/d,2022-04-10
3175,157650279,850,Apartamento en Les Corts,Barcelona,1,1,42,2ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital//157650279/d,2022-04-10
3176,157876613,1060,Ático en Sant Martí,Barcelona,3,2,80,7ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-/157876613/d,2022-04-10
3177,149883859,4500,Ático en Sarrià - Sant Gervasi,Barcelona,6,3,250,8ª,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-/149883859/d,2022-04-10
3178,160113632,1250,Sarrià - Sant Gervasi,Barcelona,2,1,68,Entresuelo,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion-/160113632/d,2022-04-10
3179,151488921,1400,Sarrià - Sant Gervasi,Barcelona,3,2,105,Entresuelo,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--no-amueblado/151488921/d,2022-04-10
3180,157775040,800,Apartamento en Sarrià - Sant Gervasi,Barcelona,1,1,65,Bajos,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital//157775040/d,2022-04-10
3181,162810436,1700,Sant Andreu,Barcelona,1,1,35,Subsótano,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/television-internet/162810436/d,2022-04-10
3182,161450539,600,Ciutat Vella,Barcelona,1,30,1ª,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--no-amueblado/161450539/d,2022-04-10
3183,161826619,1200,Eixample,Barcelona,1,1,80,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet-/161826619/d,2022-04-10
3184,161864739,1900,Eixample,Barcelona,2,2,85,,Fotocasa,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/-acondicionado-calefaccion--amueblado-television-internet/161864739/d,2022-04-10
